gene	score	LFC	PVAL
MYO1C (1 of 2)	1.4793760826950897	0.288606953	0.443115002
bnip3lb	1.4795644856464756	0.093680849	0.706009445
tmem107	1.480446927871547	0.167105803	0.56142548
phactr3a	1.4807086179074893	0.253113535	0.556642708
pih1d1	1.4817441524239767	0.25489464	0.551780437
timp2a	1.4820353608791428	0.277302336	0.400137565
uchl1	1.4826540564175636	0.265870356	0.520928035
cstf2	1.483259719946083	0.049724727	0.805411041
hhla2b.2	1.4834184440630378	0.287867311	0.445758906
snx33	1.4836279187127845	0.251776407	0.560030492
si:dkey-102c8.3	1.4837016538065335	0.252028401	0.559354615
gabpb2a	1.4849546081032994	0.089818055	0.71452467
ube2w	1.4862918244146228	0.292358249	0.414655306
gemin5	1.4863971144925074	0.269805664	0.508929588
nrp1b	1.4890678378005058	0.274146152	0.495207342
calb2b	1.4891538525034396	0.288044978	0.44385992
pcsk1nl	1.4905277714112677	0.278813928	0.400122886
si:ch211-266d19.4	1.491598745878636	0.28478582	0.398272372
atraid	1.4916084700699421	0.259604781	0.538168533
GPR152	1.492592897209554	0.269739084	0.407382817
si:ch73-366l1.5	1.493262619815953	0.273650132	0.496402102
ece2b	1.49350884158597	0.259450732	0.538467287
pla2g7	1.4938208112113074	0.250128713	0.563770746
amer2	1.494301828616912	0.261356642	0.533048361
alg9	1.495158956637256	0.288188363	0.400137565
alg9	1.495158956637256	0.288188363	0.400137565
col6a6	1.4953592918309009	0.276817589	0.485889285
myof	1.4978193947081122	0.289496956	0.402486368
camta1b	1.4991589566698735	0.284196457	0.45876939
tmem238	1.5034048018619413	0.269174995	0.509431551
mllt1b	1.5042812586137655	0.280358065	0.472645627
zdhhc5b	1.5045386758937258	0.280355862	0.472622716
coa7	1.5074114551740367	0.250572682	0.561744911
st6galnac	1.5080909775761666	0.213375227	0.483912591
si:dkey-12j5.1	1.5090651007641482	0.125480765	0.641734227
pet100	1.5094911440916359	0.279864609	0.473802581
si:dkey-50i6.5	1.5094947783916954	0.248832723	0.566225885
msrb1a	1.5115440920885401	0.279607308	0.40225013
mgat1a	1.5119606764745794	0.288042795	0.40397408
kif3b	1.5132694162519287	0.290415466	0.417950496
npm1b	1.5147744659223619	0.038856019	0.833793864
cspp1b	1.515103863637291	0.262708367	0.527658764
fhl3a	1.516912534525066	0.094629747	0.705612026
glud1a	1.5176727878231993	0.181245301	0.53787711
junbb	1.5179314110574111	0.283769752	0.457667144
gng2	1.5189777362550902	0.153052949	0.588928037
tle2	1.5191968973175902	0.050020683	0.806552276
ANO9 (2 of 2)	1.5194075664203346	0.288065849	0.436721932
slc39a1	1.5220054999415198	0.246431929	0.436415675
sh3gl2	1.5221743968416048	0.279888449	0.472168166
pdgfab	1.5224756945509645	0.244738549	0.438681146
elp4	1.5226929212380544	0.286754722	0.404971003
zgc:174906	1.5240021508187949	0.143358544	0.607479304
tcea1	1.5244892369354828	0.045830312	0.817018965
mospd1	1.524569144287287	0.289198512	0.412056339
agfg1a	1.5247243471372398	0.220518387	0.473639586
ntpcr	1.5255034031567876	0.247035325	0.56996786
atpaf2	1.5264767972633437	0.1936531	0.516994561
scmh1	1.5265397486864147	0.238688031	0.447153568
syt9a	1.5275054618274917	0.246506798	0.571230581
wdr20a	1.528879607614096	0.287943566	0.434532459
lfng	1.5292647432916318	0.024012639	0.873399322
uprt	1.5293123470385	0.16223679	0.572371675
srpk2	1.5294869610810218	0.254151776	0.550657857
nmt1a	1.530562645149434	0.073563105	0.752346215
mrpl18	1.5307039871851922	0.173679557	0.551780437
dlg1	1.5325589523567773	0.241173673	0.444099594
mrps6	1.533795745960545	0.180673526	0.539588857
pcdh18a	1.534190539627011	0.161553685	0.573832224
GPT (2 of 2)	1.5354775788194561	0.252519007	0.554704566
si:ch211-233a24.2	1.535879791825256	0.281379733	0.405158449
tmem41aa	1.536281675742497	0.248943374	0.56425306
si:ch73-173p19.1	1.5365338191638096	0.201577076	0.504289844
mtf2	1.5376585310177293	0.193695112	0.517438301
pcid2	1.5382438365135747	0.179232077	0.542307775
GRAMD1C	1.5385829857832256	0.284310359	0.451749052
scg3	1.5393280371090952	0.221270575	0.473252861
serpind1	1.539562273519229	0.256494096	0.543502073
itfg2	1.5406256163850502	0.262569856	0.526111541
rnf6	1.5410588128693798	0.265489234	0.517440781
zcchc11	1.5420652696691226	0.245009265	0.574252041
zgc:113314	1.5427770491947472	0.246082464	0.571400502
s100v1	1.5455158158185518	0.127395819	0.639473272
ponzr1	1.5460568152392482	0.248934835	0.563651421
ppil4	1.5469867774284456	0.258152771	0.423824067
tefb	1.547886437147515	0.260359848	0.531958783
atp8b1	1.5515149615833197	0.244477459	0.575059017
tnfrsfa	1.5516138811064555	0.262864025	0.524386145
tnfrsfa	1.5516138811064555	0.262864025	0.524386145
znrf2a	1.5516289167566324	0.103504593	0.688388155
plk2b	1.5521705379659165	0.286831723	0.414395808
adcy7	1.5524837472694728	0.285783014	0.440846787
tti2	1.5528112668759164	0.244804722	0.574124807
glrbb	1.5530711993909214	0.244404531	0.575153463
hoxa2b	1.5533705214827083	0.280627882	0.407865332
glceb	1.5535843201069368	0.151792109	0.592763772
olfml2a	1.553728630852343	0.265105142	0.517544597
ccnf	1.553734944744314	0.112212251	0.670442058
emc7	1.5543488291537384	0.116128217	0.66247183
gipc2	1.5555359517163647	0.286720618	0.43299228
MSLNL (3 of 4)	1.5561174210547069	0.277046882	0.478341911
mtrr	1.5574831519203831	0.269855265	0.502511522
mus81	1.5575860751568533	0.205452205	0.49899414
gxylt2	1.5581734840910546	0.248221268	0.564773664
CABZ01078594.1	1.5593840028169048	0.081852812	0.735227892
NOP14	1.5604697984188645	0.211102922	0.490107715
erbb3a	1.5604816438927764	0.286271146	0.415865399
LMF1	1.5611809984755474	0.251446257	0.55590106
med16	1.5629571141030152	0.228224282	0.464157988
mvda	1.5637629374879296	0.244544969	0.574124807
kif23	1.5637916366856648	0.074659731	0.751450668
SHF	1.5644659296962444	0.256791581	0.540888153
arl4ca	1.567019449613167	0.268639097	0.505479451
fam110b	1.5671598353504013	0.249490818	0.560788921
si:ch211-166a6.5	1.5672565085982237	0.050803867	0.807201071
lsm12a	1.56788416154921	0.129488017	0.636293337
atxn1b	1.5692381357251328	0.256913678	0.540194771
zgc:194839	1.5712946044043754	0.284864734	0.415379935
ubald1b	1.5716710123536393	0.261594662	0.422132283
znf1124	1.5721628788190876	0.247770256	0.565070331
si:dkey-33c14.3	1.5725799473888842	0.242703639	0.57837968
ndufs6	1.57267190333865	0.133215509	0.629174542
pigb	1.5740410076627114	0.249495795	0.560319422
adora2ab	1.5743141277353772	0.146653036	0.603349718
rpl12	1.574514945363485	0.005676741	0.931635213
usp8	1.574577637879418	0.138388052	0.619194044
ednrab	1.5757433998969232	0.128050682	0.639473272
nipa1	1.5758245679082223	0.242530393	0.578629755
mal	1.5763323749084506	0.255164158	0.429422133
git1	1.5774875731176832	0.214153457	0.486186592
ttyh3a	1.5779365449189502	0.064406706	0.775542625
gnao1a	1.578836770033451	0.251424984	0.433973067
mibp2	1.579536847497234	0.011731039	0.91258354
tnfaip8l3	1.5812970232897898	0.24339534	0.576036432
glb1l	1.5824749722310214	0.285228676	0.42310097
brd1a	1.5833120283116962	0.268308854	0.417157905
slc25a1b	1.583641685244334	0.25517179	0.544048555
mnat1	1.5857092097469474	0.269485924	0.500962189
si:dkey-11c5.14	1.5859346791116113	0.265929237	0.512234639
tctn2	1.58628408650413	0.253707238	0.547949674
ubald1a	1.5868855003788143	0.215098199	0.485206343
traf7	1.588391718465159	0.284714909	0.433673428
myb	1.5887789707744118	0.186022767	0.532823801
C18H15orf39	1.5890997949761718	0.283897337	0.419128228
cyp2aa6	1.5893600589980785	0.273116975	0.41473851
fam198a	1.592631062934878	0.25762214	0.536422436
hsf1	1.592907963221167	0.279449263	0.414286498
atxn7	1.594066103191122	0.255943282	0.429910375
chtopa	1.5948901672677023	0.040622257	0.833953538
plekhg7	1.595345190146038	0.277340835	0.471961708
abcd4	1.5980843133943614	0.284226395	0.430425513
apip	1.601022596810474	0.155942253	0.587083432
scarf1	1.6013451337749012	0.246447441	0.566688647
cdc7	1.6024590899742757	0.257044192	0.42938237
naa15a	1.603681054713229	0.070475509	0.762864768
rnf13	1.6038498525847833	0.126288807	0.644191974
si:ch211-105d11.1	1.6039572089305045	0.238941762	0.586174607
nrap	1.6041307720448112	0.264569863	0.422230949
si:dkey-17m8.1	1.6043586303245687	0.241842802	0.578641258
tbk1	1.604728415275665	0.281059534	0.417950496
fktn	1.6054711432436994	0.282000847	0.448063818
stx18	1.6061387739573016	0.271537645	0.417532457
mob1a	1.606744766831421	0.093287887	0.712521457
SLC6A13	1.6070394586075514	0.24217864	0.577595419
dedd	1.607357632108646	0.170033645	0.561682425
mical2b	1.6080212078880003	0.277168167	0.416365526
smyd4	1.6089500016135723	0.271537776	0.491604519
zgc:136892	1.6106170458237306	0.281337133	0.450530818
lye	1.6116911256816706	0.021353416	0.886643613
hcfc1a	1.6126584976594212	0.018098563	0.89616563
igdcc4	1.6138028130162811	0.237280894	0.58983093
epas1b	1.6144957411898637	0.256528667	0.53787711
btr02	1.6151211247236397	0.237052617	0.590334037
acat1	1.615242315763827	0.157898707	0.584091766
tmod2	1.6156921721058444	0.23665995	0.591301276
sost	1.615870161189099	0.282452448	0.44053602
COA4	1.6161014243686334	0.264506088	0.513907892
eaf1	1.61726785871765	0.280926623	0.451044187
rapgef5b	1.6173182627668943	0.247014036	0.564101957
grwd1	1.6175216557924517	0.180535109	0.543622001
ctsk	1.6178233617418603	0.224238733	0.473071948
trmt5	1.6190568324648826	0.266397149	0.422230949
papss2b	1.6198403040332174	0.063166417	0.780563569
CABZ01088149.1	1.621599465866127	0.24140161	0.449431545
RIMBP2 (3 of 3)	1.6218715104586159	0.235465568	0.593966903
acaa2	1.622342749654275	0.255266374	0.540888153
qtrtd1	1.6224150604999765	0.268169119	0.501532321
aarsd1	1.6227715524735318	0.274862973	0.418648197
fbxl18	1.6229336143291788	0.268104302	0.501692451
chfr	1.6232008766011485	0.266050338	0.42291402
nrarpa	1.623429383921036	0.030963693	0.860898603
mtg2	1.6237367055824876	0.256986464	0.535829841
C14H4orf29	1.624637152305209	0.269656216	0.496299858
smg1	1.6251635224857792	0.075691412	0.752095806
CR450785.1	1.6271159994930902	0.235852021	0.592667533
gbf1	1.6273836245601718	0.251796786	0.437116014
ddx31	1.6288335278768056	0.281927157	0.436415675
slc4a1ap	1.629675315040549	0.270362249	0.420936738
mlh1	1.6303969120741941	0.259306136	0.429422133
tmem199	1.6306247568280052	0.281048994	0.445527601
tbpl1	1.6310233771035703	0.279515461	0.422544223
sqlea	1.6312116362528166	0.255480085	0.539588857
prdx3	1.6325725765985273	0.071990189	0.76084916
wdr81	1.6343026751199197	0.233470823	0.460868593
sec31b	1.6345387884700904	0.274584222	0.47705982
tspo	1.635004977209997	0.099090993	0.701433228
b2ml	1.635276474461342	0.226288768	0.471077891
syt2a	1.6355078848672766	0.244473822	0.569684708
pofut1	1.6373390840789674	8.93e-06	0.999952335
EPB41L2	1.6380055736768147	0.139976861	0.618900932
enoph1	1.6384014708424062	6.66e-05	0.999789526
polb	1.6384093265816293	6.8e-05	0.999789526
tfip11	1.6384250320591838	7.08e-05	0.999789526
slc32a1	1.6387499252524214	0.000129046	0.999789526
SP6	1.6398269241463077	0.266708283	0.504532499
ankrd9	1.6401662606823046	0.000227004	0.999598174
pip4k2aa	1.6402056447104785	0.000234119	0.999598174
cdh1	1.6403803994972272	0.000143636	0.999447369
ska1	1.6405446873076184	0.267000408	0.424089375
hdlbpb	1.6406805673472389	0.269161693	0.496181598
fam129ab	1.6417176068137476	0.23418744	0.596011107
bscl2	1.6422900808168817	0.253686227	0.543859271
nudt2	1.642309781225329	0.000390696	0.999326791
rtfdc1	1.6426028690330519	0.000284141	0.999130124
shq1	1.6432552199724	0.000455977	0.999198567
lrrc1	1.643456153734777	0.000435831	0.999130124
csnk1db	1.643806361137424	0.056303768	0.798089406
fstl1a	1.6440159909348109	0.048619048	0.816812199
arl9	1.6441172251560308	0.000470659	0.999027201
arhgap42a	1.6448013996183228	0.204673007	0.50459662
pqlc2	1.6454328515329728	0.27937622	0.451897672
rngtt	1.6460115134358333	0.000577077	0.998739939
crlf3	1.646081129695341	0.000429473	0.998535227
hoxc5a	1.6468911290952115	0.0007368	0.998739939
cap1	1.6473441221891834	0.16818427	0.566810682
eya3	1.6475580774253775	0.000587895	0.998408467
dhrs3a	1.6476598673437732	0.280552957	0.438681146
pcbd1	1.6478924841829443	0.000646513	0.998408467
zgc:110333	1.648017357118282	0.000668561	0.998408467
cxxc1a	1.6480517445818388	0.000674648	0.998408467
cyp2aa11	1.6484652268279285	0.0008537	0.998535227
cspg5a	1.64876739184425	0.137923244	0.623345879
urb1	1.6489212180577724	0.000830845	0.998408467
znf207a	1.6489706803070823	0.063439908	0.781445057
uqcrc1	1.6489859918250263	0.000537612	0.998015508
tab3	1.649273467930928	0.278080349	0.425221374
arhgap32a	1.649580279480199	0.000952335	0.998408467
GANAB (2 of 2)	1.649738534727643	0.000981928	0.998408467
disp1	1.6503023379539583	0.001088747	0.998408467
apoob	1.6503257033893834	0.001093222	0.998408467
fam49bb	1.6503492726089817	0.00109774	0.998408467
ampd3b	1.6503610077097384	0.001099991	0.998408467
aldh1a3	1.6504792107045585	0.00112272	0.998408467
cdkn1a	1.650639154513342	0.001153638	0.998408467
plk1	1.6507204565047413	0.000566939	0.997652099
adam19b	1.6507290057743316	0.00117109	0.998408467
zgc:86609	1.6514937228310544	0.256574885	0.433929214
kif16ba	1.6519412015754504	0.001320217	0.998312808
si:dkeyp-10a3.2	1.6520045817428202	0.23298339	0.598435483
rad51d	1.6520545040548253	0.23368797	0.596649556
VCL (2 of 2)	1.6520710152559352	0.001002607	0.997923222
dnal1	1.6521503714848589	0.001322354	0.998271146
neurod4	1.6525926263987658	0.001092802	0.997917537
tgfb3	1.6526483654859268	0.001107811	0.997923222
sez6l2	1.6526811714284861	0.001411123	0.998253113
arhgap5	1.6527106751868443	0.001085515	0.997882886
pphln1	1.6528778903188401	0.077811655	0.748694348
zfpl1	1.6530771829791047	0.001272394	0.998020156
hdhd1	1.6531948460767838	0.001447005	0.998183152
znf622	1.6532398417555805	0.127298916	0.644374014
engase	1.653508898224191	0.00148254	0.998154395
zgc:101566	1.6536223110034476	0.280036401	0.434532459
hsd17b7	1.6537547877117695	0.001515127	0.998136674
ano10b	1.6539722694311403	0.233218408	0.597722076
garnl3	1.65421486337009	0.001565045	0.998092015
s1pr5a	1.6542528888180623	0.001229269	0.997716378
tbc1d10b	1.6545818899128166	0.001476371	0.997923222
bcas3	1.6548059284914074	0.001515465	0.997917537
exd2	1.6552648368129874	0.00160773	0.997917537
setd5	1.655336529300642	0.001486131	0.997774152
sdhdb	1.6557072811376867	0.080545627	0.742719244
rpl26	1.6557950768768346	0.000382407	0.996084338
adcy2b	1.6560810775097945	0.001776351	0.997917537
ltbp3	1.6561466408054313	0.276761357	0.463676739
mgat4a	1.6561802691576974	0.00179726	0.997917537
DNAH8	1.6562016485178142	0.001801779	0.997917537
zgc:101000	1.6563551604915736	0.07117117	0.76392176
isg20	1.656437348289337	0.001310469	0.997333637
she	1.6570152819578297	0.001505375	0.997436518
trim24	1.6570619964143845	0.001514265	0.997436518
flr	1.6582716172022747	0.001750065	0.997436518
sf3b1	1.658650170842575	0.019431954	0.896032606
map2	1.6595833801832416	0.132076645	0.635227273
nrd1a	1.6597367578295628	0.001548569	0.996893287
ahcyl1	1.6597907326852033	0.001615949	0.996961703
otud7b	1.6602498997378548	0.232785552	0.598435483
map3k5	1.6603756975448687	0.279308242	0.445611023
golga5	1.6606200526084156	0.001534582	0.996679678
traf2a	1.660806699975608	0.254601098	0.436721932
atp7a	1.6613167981182304	0.248495657	0.443471245
tnpo3	1.6615584272896267	0.001496794	0.99641931
pdcd11	1.6617518463307521	0.001271701	0.996061934
cldn2	1.6622558790887132	0.234565269	0.593792846
sgtb	1.662271994403565	0.240790419	0.577666224
C24H3orf58 (2 of 2)	1.6623869166215401	0.232380429	0.599329291
jak2b	1.6624683070189858	0.242183904	0.451187155
WHAMM	1.6625690337611896	0.261631202	0.43031606
prpf38a	1.662698620000634	0.001668236	0.996381362
taok3a	1.6628405171328333	0.002247141	0.996989867
cbr1	1.662935611148869	0.232367233	0.599329291
zgc:113531	1.663248034133642	0.253849063	0.541752447
wdr76	1.663274744418904	0.278234479	0.429854134
snap25b	1.6634194607624664	0.233271625	0.597011181
h6pd	1.6634923132634782	0.170504881	0.563402152
adamtsl7	1.6638839978639552	0.232641753	0.598577869
myh9b	1.6641789216096563	0.001972597	0.99641931
ppardb	1.6643524942273165	0.002005672	0.99641931
si:dkey-12e7.1	1.6646090011473782	0.232680571	0.598435483
lysmd3	1.6648474081712934	0.002066905	0.996381362
cog6	1.665287106686187	0.278970656	0.446023752
pcca	1.667830000357101	0.085583441	0.732157768
si:dkey-15h8.11	1.667939081318019	0.002702791	0.996381362
si:ch73-196l6.5	1.6680190602723346	0.232755691	0.598036935
nkiras1	1.6681345957067144	0.002644625	0.996287425
bub1bb	1.6681787477165217	0.268306961	0.426616939
lepr	1.6685879420344765	0.002532778	0.996084338
atrx	1.6685953062475343	0.001342348	0.994470957
pomt1	1.6688099225613289	0.002578752	0.996084338
sept5a	1.668929588360701	0.002603723	0.996084338
commd3	1.6690548541120667	0.002630006	0.996084338
grhl1	1.6691603237527106	0.002871267	0.996287425
ptprnb	1.6696043427247924	0.00286731	0.996194983
mast2	1.6697885733853421	0.278613596	0.446951786
atp6v1e1a	1.6698460613162238	0.002799571	0.996084338
hoxa13b	1.6704420043313966	0.231585894	0.600844502
eri2	1.6708476395780405	0.003023883	0.996084338
atp6v0a1b	1.6708825033150994	0.003031904	0.996084338
uxt	1.6711607964607653	0.274540876	0.471077891
slc1a5	1.671208862455127	0.003107735	0.996084338
g6pca.1	1.671271202276615	0.003122377	0.996084338
C10H21orf59	1.671308744491894	0.262449096	0.430545921
cacna2d3	1.6715152389292491	0.003180197	0.996084338
cpe	1.671602967891928	0.002647311	0.995569092
rpp40	1.6716435044956426	0.003210916	0.996084338
oaz2a	1.6717318306127917	0.003232205	0.996084338
rhogb	1.671735530834539	0.245374276	0.564773664
comtd1	1.6717955467956442	0.003247632	0.996084338
cenpo	1.6718303419617242	0.235895942	0.589784814
mylipb	1.6719189488869732	0.003277679	0.996084338
ugt1b5	1.6719208778397643	0.131412166	0.637088278
ugt1b5	1.6719208778397643	0.131412166	0.637088278
ugt1b5	1.6719208778397643	0.131412166	0.637088278
ugt1b5	1.6719208778397643	0.131412166	0.637088278
ugt1b5	1.6719208778397643	0.131412166	0.637088278
scfd2	1.6720134740915584	0.003300848	0.996084338
erbb2	1.672231794070639	0.003354882	0.996084338
CABZ01060335.1	1.6722344663998359	0.003355548	0.996084338
hddc2	1.6725710735109243	0.002845775	0.995569092
roraa	1.6733258254410657	0.231752993	0.600247556
lgmn	1.6736525866446383	0.002115068	0.9944512
tmem63ba	1.6747500327333487	0.002296982	0.994448094
zgc:86896	1.6750360023829276	0.055244583	0.802377397
pam16	1.675495928018422	0.272378271	0.479581077
C12H10orf2	1.6761730327047126	0.003201492	0.995170582
man1a1	1.676229047356862	0.002572836	0.994470957
nkx3.2	1.6763634911929	0.003721669	0.995569092
alg10	1.6763818377439963	0.003726397	0.995569092
ptrhd1	1.6767737078697948	0.23073723	0.602596524
myhc4	1.6770219557188313	0.230531705	0.603097974
ngdn	1.6771280735616598	0.132621623	0.634949064
porb	1.6777400892544885	0.264827929	0.506719968
mak	1.6779638833379464	0.003143595	0.994742326
emilin1b	1.678293703578606	0.132506668	0.635227273
irx2a	1.6783703232012772	0.243383076	0.569684708
anapc5	1.6786156472545284	0.214190396	0.491501234
C21H18orf32	1.6793053022834894	0.000834736	0.989719302
ergic3	1.6794126890867216	0.002935555	0.994201432
